Report Number,Date Reported,Date of Occurance,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date and Time of Case Closed,Case Status,Crime Occurred,Age Group
34204,26 November 2023,26 November 2023,10:26:00,Bangalore,120,Vehicle - Stolen,35,F,Firearm,Violent Crime,15,Yes,23-02-2024 13:00,Closed,Morning,Adult
34205,28 November 2023,26 November 2023,17:40:00,Mumbai,189,Domestic Violence,18,F,Firearm,Violent Crime,9,No,,Open,Evening,Teenager
34206,29 November 2023,26 November 2023,15:24:00,Delhi,581,Arson,73,F,Poison,Fire Accident,4,No,,Open,Afternoon,Senior Citizen
34207,26 November 2023,26 November 2023,21:36:00,Srinagar,521,Traffic Violation,12,M,Other,Traffic Fatality,17,No,,Open,Evening,Child
34208,28 November 2023,26 November 2023,05:27:00,Chennai,422,Identity Theft,57,M,None,Violent Crime,17,Yes,26-12-2023 09:00,Closed,Night,Senior Citizen
34209,26 November 2023,26 November 2023,19:03:00,Delhi,282,Cybercrime,21,M,Firearm,Other Crime,15,No,,Open,Evening,Adult
34210,26 November 2023,26 November 2023,12:21:00,Bangalore,426,Traffic Violation,74,F,None,Traffic Fatality,18,Yes,07-12-2023 21:00,Closed,Afternoon,Senior Citizen
34211,28 November 2023,26 November 2023,14:19:00,Bhopal,495,Drug Offense,27,F,Other,Other Crime,3,Yes,22-02-2024 05:00,Closed,Afternoon,Adult
34212,27 November 2023,26 November 2023,06:40:00,Ahmedabad,386,Sexual Assault,21,M,Blunt Object,Violent Crime,5,No,,Open,Morning,Adult
34213,28 November 2023,26 November 2023,17:50:00,Hyderabad,451,Identity Theft,48,F,Firearm,Violent Crime,9,Yes,02-01-2024 17:00,Closed,Evening,Adult
34214,28 November 2023,26 November 2023,10:34:00,Hyderabad,125,Homicide,52,F,Blunt Object,Other Crime,18,Yes,15-06-2025 11:00,Closed,Morning,Senior Citizen
34215,27 November 2023,26 November 2023,12:48:00,Mumbai,180,Public Intoxication,19,F,None,Other Crime,13,Yes,12-12-2023 04:00,Closed,Afternoon,Teenager
34216,27 November 2023,26 November 2023,12:03:00,Varanasi,544,Cybercrime,67,F,None,Other Crime,15,Yes,21-02-2024 18:00,Closed,Afternoon,Senior Citizen
34217,28 November 2023,26 November 2023,14:28:00,Bangalore,163,Counterfeiting,66,M,Knife,Other Crime,5,Yes,03-02-2024 21:00,Closed,Afternoon,Senior Citizen
34218,26 November 2023,26 November 2023,00:52:00,Delhi,467,Vehicle - Stolen,76,F,Poison,Violent Crime,5,Yes,09-01-2024 20:00,Closed,Night,Senior Citizen
34219,28 November 2023,26 November 2023,16:54:00,Mumbai,373,Domestic Violence,39,F,Poison,Violent Crime,9,Yes,10-12-2023 13:00,Closed,Evening,Adult
34220,26 November 2023,26 November 2023,05:40:00,Rajkot,168,Arson,20,M,Firearm,Fire Accident,9,Yes,18-02-2024 23:00,Closed,Night,Adult
34221,28 November 2023,26 November 2023,23:20:00,Ahmedabad,277,Cybercrime,60,F,Poison,Other Crime,12,Yes,27-12-2023 04:00,Closed,Evening,Senior Citizen
34222,27 November 2023,26 November 2023,13:50:00,Mumbai,360,Assault,23,F,Knife,Violent Crime,5,Yes,16-01-2024 03:00,Closed,Afternoon,Adult
34223,27 November 2023,26 November 2023,07:02:00,Pune,311,Firearm Offense,41,M,Other,Fire Accident,18,Yes,25-01-2024 20:00,Closed,Morning,Adult
34224,27 November 2023,26 November 2023,18:06:00,Ahmedabad,411,Firearm Offense,42,M,Other,Fire Accident,10,No,,Open,Evening,Adult
34225,29 November 2023,27 November 2023,16:56:00,Hyderabad,562,Traffic Violation,49,F,Poison,Traffic Fatality,11,No,,Open,Evening,Adult
34226,29 November 2023,27 November 2023,15:29:00,Surat,522,Assault,52,F,Poison,Violent Crime,19,Yes,29-12-2023 06:00,Closed,Afternoon,Senior Citizen
34227,27 November 2023,27 November 2023,18:57:00,Bangalore,294,Drug Offense,38,M,Firearm,Other Crime,15,No,,Open,Evening,Adult
34228,28 November 2023,27 November 2023,21:49:00,Bangalore,330,Vandalism,30,F,Blunt Object,Other Crime,1,Yes,17-12-2023 03:00,Closed,Evening,Adult
34229,27 November 2023,27 November 2023,17:49:00,Mumbai,538,Shoplifting,49,M,Poison,Other Crime,13,No,,Open,Evening,Adult
34230,27 November 2023,27 November 2023,08:34:00,Lucknow,537,Vehicle - Stolen,72,M,Firearm,Violent Crime,2,No,,Open,Morning,Senior Citizen
34231,27 November 2023,27 November 2023,21:22:00,Hyderabad,464,Traffic Violation,37,F,Poison,Traffic Fatality,8,No,,Open,Evening,Adult
34232,29 November 2023,27 November 2023,05:13:00,Bhopal,257,Assault,43,M,Explosives,Violent Crime,18,Yes,11-01-2024 13:00,Closed,Night,Adult
34233,27 November 2023,27 November 2023,21:17:00,Delhi,379,Cybercrime,56,M,None,Other Crime,19,Yes,06-12-2023 16:00,Closed,Evening,Senior Citizen
34234,30 November 2023,27 November 2023,15:07:00,Chennai,584,Identity Theft,42,M,Other,Violent Crime,8,Yes,03-02-2024 03:00,Closed,Afternoon,Adult
34235,30 November 2023,27 November 2023,19:04:00,Meerut,113,Vehicle - Stolen,47,F,Other,Violent Crime,15,Yes,17-02-2024 07:00,Closed,Evening,Adult
34236,29 November 2023,27 November 2023,06:44:00,Delhi,180,Vandalism,27,F,None,Other Crime,17,No,,Open,Morning,Adult
34237,29 November 2023,27 November 2023,07:40:00,Delhi,473,Vehicle - Stolen,22,M,Firearm,Violent Crime,13,Yes,12-12-2023 12:00,Closed,Morning,Adult
34238,29 November 2023,27 November 2023,12:46:00,Varanasi,160,Drug Offense,26,F,Other,Other Crime,10,No,,Open,Afternoon,Adult
34239,30 November 2023,27 November 2023,00:22:00,Mumbai,373,Homicide,57,F,Knife,Other Crime,7,No,,Open,Night,Senior Citizen
34240,28 November 2023,27 November 2023,03:02:00,Pune,585,Homicide,56,F,Firearm,Other Crime,8,Yes,08-11-2024 02:00,Closed,Night,Senior Citizen
34241,29 November 2023,27 November 2023,10:55:00,Kolkata,333,Robbery,26,F,Other,Violent Crime,7,Yes,27-03-2024 07:00,Closed,Morning,Adult
34242,28 November 2023,27 November 2023,07:16:00,Delhi,580,Firearm Offense,43,M,Other,Fire Accident,5,No,,Open,Morning,Adult
34243,28 November 2023,27 November 2023,11:00:00,Mumbai,160,Domestic Violence,53,M,Explosives,Violent Crime,12,No,,Open,Morning,Senior Citizen
34244,29 November 2023,27 November 2023,08:45:00,Bangalore,339,Burglary,59,F,Firearm,Other Crime,14,No,,Open,Morning,Senior Citizen
34245,30 November 2023,27 November 2023,16:17:00,Bangalore,427,Cybercrime,69,M,None,Other Crime,17,No,,Open,Evening,Senior Citizen
34246,30 November 2023,27 November 2023,19:08:00,Kolkata,230,Counterfeiting,38,F,Firearm,Other Crime,2,No,,Open,Evening,Adult
34247,29 November 2023,27 November 2023,08:32:00,Jaipur,138,Sexual Assault,53,M,Firearm,Violent Crime,12,No,,Open,Morning,Senior Citizen
34248,29 November 2023,27 November 2023,04:18:00,Bangalore,328,Domestic Violence,30,F,None,Violent Crime,10,Yes,19-12-2023 19:00,Closed,Night,Adult
34249,28 November 2023,28 November 2023,01:28:00,Jaipur,562,Extortion,21,F,Poison,Other Crime,15,Yes,04-02-2024 22:00,Closed,Night,Adult
34250,28 November 2023,28 November 2023,22:52:00,Pune,364,Domestic Violence,45,M,Firearm,Violent Crime,3,No,,Open,Evening,Adult
34251,30 November 2023,28 November 2023,05:14:00,Bangalore,123,Domestic Violence,63,F,Explosives,Violent Crime,6,No,,Open,Night,Senior Citizen
34252,29 November 2023,28 November 2023,00:36:00,Ghaziabad,111,Kidnapping,49,F,Explosives,Other Crime,8,Yes,26-01-2024 08:00,Closed,Night,Adult
34253,28 November 2023,28 November 2023,01:56:00,Bangalore,298,Fraud,71,M,Knife,Other Crime,5,Yes,19-12-2023 10:00,Closed,Night,Senior Citizen
34254,29 November 2023,28 November 2023,18:14:00,Delhi,435,Identity Theft,50,F,Other,Violent Crime,14,No,,Open,Evening,Adult
34255,30 November 2023,28 November 2023,17:56:00,Bangalore,473,Sexual Assault,74,F,Knife,Violent Crime,18,No,,Open,Evening,Senior Citizen
34256,30 November 2023,28 November 2023,08:44:00,Delhi,292,Homicide,33,M,Explosives,Other Crime,13,No,,Open,Morning,Adult
34257,28 November 2023,28 November 2023,23:47:00,Hyderabad,290,Traffic Violation,16,F,Knife,Traffic Fatality,9,Yes,07-12-2023 09:00,Closed,Evening,Teenager
34258,01 December 2023,28 November 2023,19:26:00,Delhi,553,Illegal Possession,51,M,Knife,Other Crime,9,No,,Open,Evening,Senior Citizen
34259,28 November 2023,28 November 2023,10:04:00,Ludhiana,116,Assault,39,F,Poison,Violent Crime,3,No,,Open,Morning,Adult
34260,29 November 2023,28 November 2023,17:14:00,Bangalore,176,Homicide,15,M,Poison,Other Crime,3,No,,Open,Evening,Teenager
34261,29 November 2023,28 November 2023,23:14:00,Mumbai,184,Firearm Offense,45,F,Knife,Fire Accident,10,No,,Open,Evening,Adult
34262,01 December 2023,28 November 2023,16:44:00,Surat,133,Burglary,46,M,Poison,Other Crime,13,Yes,29-01-2024 11:00,Closed,Evening,Adult
34263,30 November 2023,28 November 2023,13:35:00,Bangalore,264,Domestic Violence,70,F,Poison,Violent Crime,16,Yes,23-12-2023 20:00,Closed,Afternoon,Senior Citizen
34264,29 November 2023,28 November 2023,03:25:00,Mumbai,463,Cybercrime,26,F,Blunt Object,Other Crime,4,No,,Open,Night,Adult
34265,30 November 2023,28 November 2023,02:15:00,Bangalore,250,Traffic Violation,20,F,Explosives,Traffic Fatality,11,No,,Open,Night,Adult
34266,01 December 2023,28 November 2023,21:04:00,Pune,469,Shoplifting,10,F,Poison,Other Crime,4,No,,Open,Evening,Child
34267,29 November 2023,28 November 2023,21:43:00,Mumbai,575,Robbery,31,M,Poison,Violent Crime,18,Yes,20-01-2024 07:00,Closed,Evening,Adult
34268,28 November 2023,28 November 2023,19:59:00,Jaipur,128,Cybercrime,51,F,Knife,Other Crime,12,Yes,07-12-2023 23:00,Closed,Evening,Senior Citizen
34269,01 December 2023,28 November 2023,08:18:00,Chennai,367,Robbery,16,F,Other,Violent Crime,6,No,,Open,Morning,Teenager
34270,01 December 2023,28 November 2023,11:42:00,Pune,534,Extortion,67,M,Blunt Object,Other Crime,17,No,,Open,Morning,Senior Citizen
34271,29 November 2023,28 November 2023,05:25:00,Ghaziabad,354,Burglary,30,F,Firearm,Other Crime,8,Yes,26-04-2024 16:00,Closed,Night,Adult
34272,29 November 2023,28 November 2023,04:32:00,Indore,523,Fraud,64,F,Knife,Other Crime,17,Yes,03-01-2024 11:00,Closed,Night,Senior Citizen
34273,30 November 2023,29 November 2023,01:54:00,Hyderabad,409,Fraud,33,F,Explosives,Other Crime,18,No,,Open,Night,Adult
34274,29 November 2023,29 November 2023,04:06:00,Bangalore,395,Traffic Violation,40,F,Explosives,Traffic Fatality,10,Yes,03-12-2023 02:00,Closed,Night,Adult
34275,29 November 2023,29 November 2023,07:09:00,Ahmedabad,419,Kidnapping,18,F,Blunt Object,Other Crime,3,Yes,19-01-2024 17:00,Closed,Morning,Teenager
34276,29 November 2023,29 November 2023,16:35:00,Agra,287,Arson,48,M,Poison,Fire Accident,18,Yes,17-12-2023 11:00,Closed,Evening,Adult
34277,29 November 2023,29 November 2023,14:59:00,Ahmedabad,219,Vehicle - Stolen,76,F,Blunt Object,Violent Crime,8,Yes,12-12-2023 08:00,Closed,Afternoon,Senior Citizen
34278,29 November 2023,29 November 2023,05:41:00,Mumbai,337,Firearm Offense,70,F,Other,Fire Accident,16,Yes,16-02-2024 19:00,Closed,Night,Senior Citizen
34279,29 November 2023,29 November 2023,09:37:00,Pune,339,Illegal Possession,68,F,Poison,Other Crime,11,Yes,18-12-2023 22:00,Closed,Morning,Senior Citizen
34280,02 December 2023,29 November 2023,17:25:00,Mumbai,375,Fraud,68,M,Firearm,Other Crime,13,No,,Open,Evening,Senior Citizen
34281,01 December 2023,29 November 2023,06:09:00,Visakhapatnam,477,Vehicle - Stolen,50,F,Blunt Object,Violent Crime,18,No,,Open,Morning,Adult
34282,30 November 2023,29 November 2023,21:10:00,Visakhapatnam,499,Vandalism,63,F,Blunt Object,Other Crime,10,No,,Open,Evening,Senior Citizen
34283,30 November 2023,29 November 2023,15:28:00,Mumbai,553,Assault,16,F,Poison,Violent Crime,14,No,,Open,Afternoon,Teenager
34284,29 November 2023,29 November 2023,22:01:00,Mumbai,486,Assault,56,F,Other,Violent Crime,3,No,,Open,Evening,Senior Citizen
34285,29 November 2023,29 November 2023,02:38:00,Bhopal,314,Robbery,15,F,Firearm,Violent Crime,13,No,,Open,Night,Teenager
34286,01 December 2023,29 November 2023,00:52:00,Surat,552,Assault,42,F,Knife,Violent Crime,18,Yes,19-01-2024 00:00,Closed,Night,Adult
34287,29 November 2023,29 November 2023,06:16:00,Jaipur,370,Assault,18,M,Firearm,Violent Crime,10,No,,Open,Morning,Teenager
34288,30 November 2023,29 November 2023,21:19:00,Surat,186,Illegal Possession,36,F,Blunt Object,Other Crime,3,Yes,24-01-2024 10:00,Closed,Evening,Adult
34289,30 November 2023,29 November 2023,18:32:00,Patna,563,Illegal Possession,40,F,Firearm,Other Crime,4,No,,Open,Evening,Adult
34290,01 December 2023,29 November 2023,14:26:00,Bangalore,388,Counterfeiting,54,F,None,Other Crime,18,Yes,19-01-2024 06:00,Closed,Afternoon,Senior Citizen
34291,30 November 2023,29 November 2023,18:49:00,Delhi,177,Vandalism,61,F,Firearm,Other Crime,5,Yes,24-02-2024 06:00,Closed,Evening,Senior Citizen
34292,02 December 2023,29 November 2023,22:17:00,Agra,443,Sexual Assault,46,F,Blunt Object,Violent Crime,4,Yes,13-07-2024 13:00,Closed,Evening,Adult
34293,30 November 2023,29 November 2023,05:29:00,Patna,110,Burglary,68,F,Other,Other Crime,1,Yes,10-01-2024 03:00,Closed,Night,Senior Citizen
34294,01 December 2023,29 November 2023,10:23:00,Bangalore,290,Fraud,77,F,Other,Other Crime,17,Yes,18-12-2023 00:00,Closed,Morning,Senior Citizen
34295,01 December 2023,29 November 2023,21:43:00,Bhopal,341,Extortion,68,M,Explosives,Other Crime,19,No,,Open,Evening,Senior Citizen
34296,01 December 2023,29 November 2023,05:50:00,Bangalore,523,Vehicle - Stolen,60,M,Knife,Violent Crime,1,Yes,06-02-2024 03:00,Closed,Night,Senior Citizen
34297,01 December 2023,30 November 2023,19:30:00,Indore,593,Identity Theft,13,F,Blunt Object,Violent Crime,6,Yes,23-12-2023 17:00,Closed,Evening,Teenager
34298,02 December 2023,30 November 2023,15:23:00,Kanpur,219,Assault,78,M,Blunt Object,Violent Crime,5,No,,Open,Afternoon,Senior Citizen
34299,30 November 2023,30 November 2023,16:16:00,Bhopal,140,Assault,67,F,Firearm,Violent Crime,13,No,,Open,Evening,Senior Citizen
34300,01 December 2023,30 November 2023,06:01:00,Pune,226,Extortion,31,M,Firearm,Other Crime,7,Yes,16-01-2024 16:00,Closed,Morning,Adult
34301,03 December 2023,30 November 2023,14:24:00,Kolkata,347,Cybercrime,36,F,Firearm,Other Crime,4,Yes,27-02-2024 02:00,Closed,Afternoon,Adult
34302,02 December 2023,30 November 2023,01:06:00,Ahmedabad,442,Assault,53,F,Explosives,Violent Crime,5,Yes,16-02-2024 07:00,Closed,Night,Senior Citizen
34303,30 November 2023,30 November 2023,02:09:00,Rajkot,296,Kidnapping,47,F,Explosives,Other Crime,10,No,,Open,Night,Adult
34304,01 December 2023,30 November 2023,10:18:00,Ahmedabad,592,Burglary,60,F,Blunt Object,Other Crime,16,No,,Open,Morning,Senior Citizen
34305,30 November 2023,30 November 2023,06:17:00,Ahmedabad,535,Assault,36,F,Explosives,Violent Crime,6,Yes,08-02-2024 19:00,Closed,Morning,Adult
34306,30 November 2023,30 November 2023,08:12:00,Nagpur,333,Shoplifting,77,F,Knife,Other Crime,19,Yes,16-02-2024 11:00,Closed,Morning,Senior Citizen
34307,01 December 2023,30 November 2023,17:37:00,Delhi,241,Firearm Offense,17,F,None,Fire Accident,8,No,,Open,Evening,Teenager
34308,03 December 2023,30 November 2023,10:48:00,Delhi,326,Cybercrime,50,F,Explosives,Other Crime,9,Yes,28-02-2024 01:00,Closed,Morning,Adult
34309,02 December 2023,30 November 2023,18:15:00,Bangalore,560,Identity Theft,29,F,Poison,Violent Crime,12,Yes,18-02-2024 18:00,Closed,Evening,Adult
34310,02 December 2023,30 November 2023,19:42:00,Hyderabad,469,Vehicle - Stolen,35,F,None,Violent Crime,1,No,,Open,Evening,Adult
34311,30 November 2023,30 November 2023,02:01:00,Delhi,353,Fraud,28,M,Knife,Other Crime,19,No,,Open,Night,Adult
34312,02 December 2023,30 November 2023,19:44:00,Delhi,442,Public Intoxication,35,F,Other,Other Crime,3,Yes,06-12-2023 07:00,Closed,Evening,Adult
34313,01 December 2023,30 November 2023,06:18:00,Chennai,178,Extortion,38,F,Other,Other Crime,5,Yes,16-12-2023 13:00,Closed,Morning,Adult
34314,03 December 2023,30 November 2023,09:45:00,Mumbai,337,Cybercrime,70,F,Knife,Other Crime,12,Yes,31-01-2024 01:00,Closed,Morning,Senior Citizen
34315,03 December 2023,30 November 2023,14:25:00,Pune,246,Illegal Possession,78,M,None,Other Crime,18,No,,Open,Afternoon,Senior Citizen
34316,03 December 2023,30 November 2023,02:25:00,Chennai,235,Cybercrime,21,F,Knife,Other Crime,4,Yes,06-02-2024 14:00,Closed,Night,Adult
34317,02 December 2023,30 November 2023,21:35:00,Rajkot,470,Burglary,34,F,Firearm,Other Crime,12,No,,Open,Evening,Adult
34318,01 December 2023,30 November 2023,07:29:00,Surat,543,Public Intoxication,45,F,None,Other Crime,19,No,,Open,Morning,Adult
34319,03 December 2023,30 November 2023,23:05:00,Patna,473,Vehicle - Stolen,66,M,Knife,Violent Crime,7,No,,Open,Evening,Senior Citizen
34320,03 December 2023,30 November 2023,21:24:00,Agra,367,Firearm Offense,74,M,Blunt Object,Fire Accident,17,Yes,14-12-2023 12:00,Closed,Evening,Senior Citizen
34321,03 December 2023,01 December 2023,15:23:00,Kolkata,224,Shoplifting,78,M,Poison,Other Crime,12,No,,Open,Afternoon,Senior Citizen
34322,03 December 2023,01 December 2023,06:42:00,Lucknow,242,Traffic Violation,19,F,Firearm,Traffic Fatality,3,No,,Open,Morning,Teenager
34323,01 December 2023,01 December 2023,08:09:00,Chennai,463,Fraud,78,M,None,Other Crime,17,No,,Open,Morning,Senior Citizen
34324,02 December 2023,01 December 2023,16:43:00,Ludhiana,467,Assault,69,M,Knife,Violent Crime,8,Yes,24-01-2024 15:00,Closed,Evening,Senior Citizen
34325,02 December 2023,01 December 2023,15:19:00,Delhi,501,Illegal Possession,36,F,Explosives,Other Crime,18,No,,Open,Afternoon,Adult
34326,03 December 2023,01 December 2023,00:15:00,Pune,455,Vandalism,49,F,Poison,Other Crime,8,No,,Open,Night,Adult
34327,04 December 2023,01 December 2023,17:07:00,Surat,293,Counterfeiting,28,F,Poison,Other Crime,14,No,,Open,Evening,Adult
34328,02 December 2023,01 December 2023,15:40:00,Pune,433,Vandalism,62,M,Explosives,Other Crime,11,No,,Open,Afternoon,Senior Citizen
34329,03 December 2023,01 December 2023,17:40:00,Chennai,573,Arson,56,F,Knife,Fire Accident,16,No,,Open,Evening,Senior Citizen
34330,02 December 2023,01 December 2023,20:48:00,Hyderabad,270,Shoplifting,54,F,Other,Other Crime,18,No,,Open,Evening,Senior Citizen
34331,04 December 2023,01 December 2023,15:38:00,Thane,281,Fraud,29,M,Blunt Object,Other Crime,5,No,,Open,Afternoon,Adult
34332,02 December 2023,01 December 2023,16:21:00,Varanasi,524,Fraud,69,M,Other,Other Crime,10,No,,Open,Evening,Senior Citizen
34333,02 December 2023,01 December 2023,18:43:00,Patna,201,Robbery,63,M,Other,Violent Crime,15,Yes,16-03-2024 06:00,Closed,Evening,Senior Citizen
34334,01 December 2023,01 December 2023,20:22:00,Delhi,557,Public Intoxication,25,F,Firearm,Other Crime,11,Yes,25-12-2023 19:00,Closed,Evening,Adult
34335,04 December 2023,01 December 2023,08:36:00,Bhopal,129,Kidnapping,46,F,Blunt Object,Other Crime,16,No,,Open,Morning,Adult
34336,03 December 2023,01 December 2023,22:58:00,Mumbai,228,Vandalism,47,F,Blunt Object,Other Crime,16,Yes,24-01-2024 16:00,Closed,Evening,Adult
34337,02 December 2023,01 December 2023,02:47:00,Bangalore,150,Arson,33,F,None,Fire Accident,8,No,,Open,Night,Adult
34338,02 December 2023,01 December 2023,17:52:00,Bangalore,244,Firearm Offense,17,M,Other,Fire Accident,9,No,,Open,Evening,Teenager
34339,04 December 2023,01 December 2023,15:39:00,Hyderabad,316,Vehicle - Stolen,35,F,Firearm,Violent Crime,11,No,,Open,Afternoon,Adult
34340,02 December 2023,01 December 2023,06:37:00,Visakhapatnam,468,Extortion,44,M,None,Other Crime,2,No,,Open,Morning,Adult
34341,02 December 2023,01 December 2023,09:55:00,Chennai,279,Domestic Violence,14,F,Other,Violent Crime,18,No,,Open,Morning,Teenager
34342,01 December 2023,01 December 2023,04:00:00,Bhopal,305,Vehicle - Stolen,19,F,None,Violent Crime,1,No,,Open,Night,Teenager
34343,02 December 2023,01 December 2023,13:40:00,Mumbai,335,Counterfeiting,21,M,Other,Other Crime,19,No,,Open,Afternoon,Adult
34344,02 December 2023,01 December 2023,21:47:00,Hyderabad,562,Extortion,76,M,None,Other Crime,7,No,,Open,Evening,Senior Citizen
34345,02 December 2023,02 December 2023,12:40:00,Pune,392,Vandalism,65,M,None,Other Crime,15,Yes,03-02-2024 17:00,Closed,Afternoon,Senior Citizen
34346,04 December 2023,02 December 2023,17:06:00,Mumbai,206,Cybercrime,33,F,None,Other Crime,6,No,,Open,Evening,Adult
34347,04 December 2023,02 December 2023,21:33:00,Ludhiana,313,Assault,11,F,Other,Violent Crime,1,Yes,28-01-2024 10:00,Closed,Evening,Child
